mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_acc,std_test_acc,mean_test_ba,std_test_ba,mean_test_pp,std_test_pp,mean_test_di,std_test_di,mean_test_tpr,std_test_tpr,mean_test_posrat,std_test_posrat,mean_test_tradeoff_met,std_test_tradeoff_met,param_sample_weight,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06645960807800293,0.012829656882672657,0.024834537506103517,0.00040728042035593777,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.07369499206542969,0.01908698117082311,0.026775312423706055,0.0012581565456387031,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.07462363243103028,0.014373083140634294,0.029286623001098633,0.007117001618356393,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,149
0.06618299484252929,0.014840774746568114,0.02814507484436035,0.007882202545206551,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 1.0]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,115
0.08383889198303222,0.0188279494967226,0.036568737030029295,0.007402859112739968,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.06790151596069335,0.016019105783580703,0.024794340133666992,0.0005385568250313079,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.06734437942504883,0.012240032509915767,0.02527456283569336,0.0010232616155027156,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.08383889198303222,0.0188279494967226,0.036568737030029295,0.007402859112739968,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.07752766609191894,0.012802821128021941,0.026738357543945313,0.0020841371207814406,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.09657468795776367,0.018105520364195243,0.03566617965698242,0.008559121006917815,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.09657468795776367,0.018105520364195243,0.03566617965698242,0.008559121006917815,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,166
0.06734437942504883,0.012240032509915767,0.02527456283569336,0.0010232616155027156,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.06790151596069335,0.016019105783580703,0.024794340133666992,0.0005385568250313079,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.05995473861694336,0.010984040265274707,0.02403397560119629,0.0003668285789058951,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 0.9]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,151
0.06618299484252929,0.014840774746568114,0.02814507484436035,0.007882202545206551,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 1.0]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,151
0.07369499206542969,0.01908698117082311,0.026775312423706055,0.0012581565456387031,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,171
0.09657468795776367,0.018105520364195243,0.03566617965698242,0.008559121006917815,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,171
0.07369499206542969,0.01908698117082311,0.026775312423706055,0.0012581565456387031,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.06645960807800293,0.012829656882672657,0.024834537506103517,0.00040728042035593777,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,171
0.06635460853576661,0.011760062092434772,0.025055551528930665,0.001110204172376517,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,171
0.06645960807800293,0.012829656882672657,0.024834537506103517,0.00040728042035593777,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,115
0.1380258560180664,0.024505717629355182,0.04080653190612793,0.008471570780299954,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.1380258560180664,0.024505717629355182,0.04080653190612793,0.008471570780299954,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,115
0.06618299484252929,0.014840774746568114,0.02814507484436035,0.007882202545206551,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 1.0]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,105
0.07462363243103028,0.014373083140634294,0.029286623001098633,0.007117001618356393,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,171
0.05995473861694336,0.010984040265274707,0.02403397560119629,0.0003668285789058951,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 0.9]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,105
0.1380258560180664,0.024505717629355182,0.04080653190612793,0.008471570780299954,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,151
0.1380258560180664,0.024505717629355182,0.04080653190612793,0.008471570780299954,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,171
0.06790151596069335,0.016019105783580703,0.024794340133666992,0.0005385568250313079,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,149
0.07462363243103028,0.014373083140634294,0.029286623001098633,0.007117001618356393,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,113
0.07369499206542969,0.01908698117082311,0.026775312423706055,0.0012581565456387031,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,166
0.06618299484252929,0.014840774746568114,0.02814507484436035,0.007882202545206551,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 1.0]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.07752766609191894,0.012802821128021941,0.026738357543945313,0.0020841371207814406,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.07462363243103028,0.014373083140634294,0.029286623001098633,0.007117001618356393,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,166
0.05995473861694336,0.010984040265274707,0.02403397560119629,0.0003668285789058951,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 0.9]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,149
0.05995473861694336,0.010984040265274707,0.02403397560119629,0.0003668285789058951,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1.0, 1.0, 1.0, 0.9]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,115
0.06645960807800293,0.012829656882672657,0.024834537506103517,0.00040728042035593777,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.09657468795776367,0.018105520364195243,0.03566617965698242,0.008559121006917815,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.06645960807800293,0.012829656882672657,0.024834537506103517,0.00040728042035593777,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,115
0.07369499206542969,0.01908698117082311,0.026775312423706055,0.0012581565456387031,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
0.08064799308776856,0.01319063874699927,0.030050325393676757,0.0025669316290384023,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.091595458984375,0.015394595804777924,0.03736701011657715,0.006545721895277719,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,167
0.09657468795776367,0.018105520364195243,0.03566617965698242,0.008559121006917815,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,115
0.1380258560180664,0.024505717629355182,0.04080653190612793,0.008471570780299954,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,141
0.06790151596069335,0.016019105783580703,0.024794340133666992,0.0005385568250313079,0.74060604879217,0.0036592778953224033,0.7440194514484224,0.002320340827591232,0.37905860279393877,0.004945240136255759,0.2804867771696586,0.004868776951514139,0.4728874317004269,0.004539156274127435,0.7282612324223098,0.02349021022234179,0.2804867771696586,0.004868776951514139,"[1, 1, 1, 1]",0.28151159146632115,0.2811739352710726,0.28781807454141217,0.2726211753889033,0.27930910918058366,0.28048680185446195,0.004868720911688165,161
